project_name,unit_title,price,location,listing_date,property_type,size,bedrooms,bathrooms,rental_period,description,language,keywords,facilities
,"3 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM420,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,"1,038 Sqft",3,2,,"This property is a 1,038 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM420,000 (R...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM430,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"1,560 Sqft",3,2,,"This property is a 1,560 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of&nb...",en,"Property,Malaysia,For Sale",
,"1 Bedroom Condo for sale in Bandar Seremban, Negeri Sembilan","RM250,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,Condo,528 Sqft,1,1,,"This property is a 528 Sqft condo with 1 bedroom and 1 bathroom that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this condo for a base price of RM250,000...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM400,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM400,000...",en,"Property,Malaysia,For Sale",Electricity; Office; Yard
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM250,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,2,,"This property is a 0 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM250,000...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Integral Kitchen
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM458,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"1,400 Sqft",3,2,,"This property is a 1,400 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM458,000 (R...",en,"Property,Malaysia,For Sale",Garden Access
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM350,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"1,400 Sqft",3,2,,"This property is a 1,400 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM350,000 (R...",en,"Property,Malaysia,For Sale",Garden Access
,"3 Bedroom Condo for sale in Damansara, Selangor","RM200,000","Damansara, Petaling, Selangor, Malaysia",,Condo,"10,710 Sqft",3,2,,"This property is a 10,710 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Damansara, Selangor. You can buy this condo for a base price of RM200,000 (RM19/S...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Office
,"3 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM220,890","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM220,890...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"2 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM330,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,876 Sqft,2,2,,"This property is a 876 Sqft apartment with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM330,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM502,180","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM502,180...",en,"Property,Malaysia,For Sale",Heating; Integral Kitchen; Jacuzzi
,"4 Bedroom House for sale in Sungai Raia, Perak","RM368,800","Sungai Raia, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,2,,"This property is a 15,069 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Sungai Raia, Perak. You can buy this house for a base price of RM368,800 (RM24/Sq...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Apartment for sale in Ulu Kinta, Perak","RM180,000","Ulu Kinta, Kinta, Perak, Malaysia",,Apartment,"9,149 Sqft",3,2,,"This property is a 9,149 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this apartment for a base price of RM180,000 (RM...",en,"Property,Malaysia,For Sale",Electricity; Water; Garden Access
,"3 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM390,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,854 Sqft,3,2,,"This property is a 854 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM390,000 (RM4...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM398,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,883 Sqft,3,2,,"This property is a 883 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM398,000 (RM4...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"5 Bedroom House for sale in Bandar Johor Bahru, Johor","RM638,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"34,445 Sqft",5,4,,"This property is a 34,445 Sqft house with 5 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM638,000 (...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM372,100","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM372,100...",en,"Property,Malaysia,For Sale",Jacuzzi; Rooftop Garden; Terrace
,"5 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM521,600","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,5,5,,"This property is a 0 Sqft house with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM521,600...",en,"Property,Malaysia,For Sale",Heating; Office; Integral Kitchen
,"4 Bedroom House for sale in Bandar Johor Bahru, Johor","RM450,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"16,576 Sqft",4,3,,"This property is a 16,576 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM450,000 (...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM382,709","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM382,709...",en,"Property,Malaysia,For Sale",Fireplace; Heating; Integral Kitchen
,"2 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM245,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,750 Sqft,2,2,,"This property is a 750 Sqft apartment with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM245,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM1,500,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,"14,015 Sqft",3,2,,"This property is a 14,015 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM1...",en,"Property,Malaysia,For Sale",Balcony; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM288,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,"1,078 Sqft",3,2,,"This property is a 1,078 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM28...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM340,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,"1,006 Sqft",3,2,,"This property is a 1,006 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM340,000 (R...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM248,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,900 Sqft,3,2,,"This property is a 900 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM248,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM460,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,N/A,3,2,,"This property is a 0 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM460,00...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM340,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,"1,100 Sqft",3,2,,"This property is a 1,100 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM34...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM385,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,963 Sqft,3,2,,"This property is a 963 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM385,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM500,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base pri...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM165,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,850 Sqft,3,2,,"This property is a 850 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM165,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM408,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,945 Sqft,3,2,,"This property is a 945 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM408,000 (RM4...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Apartment for sale in Bandar Johor Bahru, Johor","RM398,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Apartment,850 Sqft,3,2,,"This property is a 850 Sqft apartment with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this apartment for a base price of RM398,...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM300,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM300,000...",en,"Property,Malaysia,For Sale",Heating; Yard; Water
,"5 Bedroom House for sale in Bandar Johor Bahru, Johor","RM1,200,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"38,750 Sqft",5,4,,"This property is a 38,750 Sqft house with 5 bedrooms and 4 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM1,200,000...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM385,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,3,,"This property is a 0 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM385,000...",en,"Property,Malaysia,For Sale",Fireplace; Office; Service Room
,"2 Bedroom Condo for sale in Bandar Johor Bahru, Johor","RM200,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,Condo,500 Sqft,2,2,,"This property is a 500 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this condo for a base price of RM200,000 (RM3...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"3 Bedroom Condo for sale in Bayan Lepas, Penang","RM595,000","Bayan Lepas, Barat Daya Southwest Penang, Penang, Malaysia",,Condo,"9,386 Sqft",3,2,,"This property is a 9,386 Sqft condo with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bayan Lepas, Penang. You can buy this condo for a base price of RM595,000 (RM63/Sq...",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM390,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"1,540 Sqft",3,2,,"This property is a 1,540 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM390,000 (R...",en,"Property,Malaysia,For Sale",Garden Access
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM340,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,N/A,3,2,,"This property is a 0 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM340,000 ().",en,"Property,Malaysia,For Sale",
,"3 Bedroom House for sale in Bandar Johor Bahru, Johor","RM700,000","Bandar Johor Bahru, Johor Bahru, Johor, Malaysia",,House,"3,260 Sqft",3,2,,"This property is a 3,260 Sqft house with 3 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Johor Bahru, Johor. You can buy this house for a base price of RM700,000 (R...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Bandar Seremban, Negeri Sembilan","RM300,000","Bandar Seremban, Seremban, Negeri Sembilan, Malaysia",,House,N/A,4,2,,"This property is a 0 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Bandar Seremban, Negeri Sembilan. You can buy this house for a base price of RM300,000...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Yard
